word,word_length_for_file,number_of_guess_for_file,number_of_incorrect_guesses_for_file,which_list_solved_word,letters_guessed_in_order,letters_guessed_incorrectly
strip,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'r', 'p', 's']","{'e', 'a', 'o'}"
small,5,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 't', 'l', 'm']","{'r', 'e', 't'}"
nine,4,6,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'l', 'n']","{'r', 'a', 'l'}"
lifestyle,9,8,1,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'i', 'f', 'y', 'l', 's']",{'n'}
serving,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'd', 's', 'r', 'v']",{'d'}
thank,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'n', 't', 'h', 'k']","{'r', 'e', 's'}"
mud,3,10,7,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'u', 'b', 'n', 't', 'm', 'd']","{'e', 't', 'b', 'n', 'a', 'i', 'o'}"
offensive,9,9,2,5000EnglishWordsFrequency.txt,"['e', 't', 'u', 'v', 'f', 'n', 'i', 'o', 's']","{'u', 't'}"
scope,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 't', 'h', 'c', 'p']","{'h', 'a', 't', 'i'}"
bake,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'w', 'l', 'g', 'k', 'b']","{'c', 't', 'r', 'g', 'm', 'w', 'l', 's'}"
legal,5,4,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'g']",set()
eager,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'a', 'g']",{'d'}
afterward,9,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'f', 'd', 'a', 'w']",set()
poll,4,5,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 'p']","{'r', 'e'}"
pass,4,8,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 's', 'p']","{'e', 'r', 'n', 'l', 'o'}"
kingdom,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'y', 'd', 'g', 'n', 'k', 'm', 'o']","{'y', 'e'}"
exclude,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'c', 'u', 'd', 'l', 'x']",set()
rim,3,11,8,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 's', 'd', 't', 'm', 'h', 'r']","{'e', 'h', 't', 'd', 'a', 'p', 'o', 's'}"
foot,4,9,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'r', 'k', 'n', 't', 'f']","{'e', 'r', 'n', 'd', 'k', 'l'}"
warrior,7,8,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'u', 'a', 'r', 'w', 'o']","{'e', 'u', 'n'}"
molecule,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'l', 'c', 'u', 'm', 'o']",set()
horizon,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'r', 'h', 'z', 'n']","{'e', 'a'}"
external,8,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'n', 'a', 'l', 'x']",set()
alarm,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'd', 'm', 'l']","{'d', 'e'}"
sex,3,11,8,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'w', 'r', 'y', 'b', 'c', 'p', 'x', 's']","{'c', 't', 'b', 'r', 'y', 'a', 'w', 'p'}"
sharp,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'k', 't', 'h', 'p']","{'e', 'k', 't'}"
occasionally,12,8,0,5000EnglishWordsFrequency.txt,"['i', 'n', 'c', 'y', 'a', 'l', 'o', 's']",set()
grandchild,10,10,1,5000EnglishWordsFrequency.txt,"['i', 'o', 'r', 'c', 'h', 'n', 'd', 'g', 'a', 'l']",{'o'}
criticize,9,7,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'c', 't', 'z', 'i']",{'a'}
minister,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 's', 't', 'n', 'm', 'i']",set()
if,2,7,5,5000EnglishWordsFrequency.txt,"['o', 'm', 'a', 'i', 't', 'e', 'f']","{'e', 't', 'm', 'a', 'o'}"
actually,8,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'u', 'y', 'l', 'c', 't']","{'e', 'o', 'i'}"
essential,9,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'a', 'i', 'l', 's']",set()
invisible,9,9,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'v', 'b', 'n', 'i', 'l', 's']","{'r', 'a'}"
emission,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'm', 'o', 's']",set()
candle,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'l', 'c', 'n', 'd']",{'i'}
studio,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 's', 't', 'd', 'o']","{'e', 'a'}"
photographer,12,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'h', 'r', 'g', 'a', 'p', 'o']",{'i'}
hockey,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'c', 'h', 'y', 'k', 'o']","{'r', 't', 'n'}"
neck,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'n', 'k', 'c']","{'l', 'a', 't'}"
minute,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 'u', 't', 'n', 'm']",{'l'}
lake,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'w', 'l', 'n', 'k']","{'c', 't', 'r', 'n', 'm', 'w', 's'}"
garlic,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'r', 'g', 'c', 'l']",{'e'}
formula,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'r', 'f', 'm', 'l', 'o']","{'e', 'i'}"
laboratory,10,9,2,5000EnglishWordsFrequency.txt,"['i', 'e', 'o', 't', 'b', 'r', 'y', 'a', 'l']","{'e', 'i'}"
country,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'u', 'r', 'c', 't', 'n', 'y']","{'e', 'a', 'i'}"
guest,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'h', 'u', 't', 'g']","{'h', 'a'}"
homework,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'h', 'm', 'k', 'w']",set()
rate,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'h', 'r']",{'h'}
ski,3,6,3,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'k', 's']","{'e', 'a', 'o'}"
camera,6,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'c', 'r', 'm']",{'t'}
rise,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'd', 'c', 's']","{'d', 'c', 'a'}"
liberty,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 't', 'y', 'b', 'i', 'l']",{'n'}
stay,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'r', 'l', 's', 'n', 'y', 't']","{'e', 'r', 'n', 'l', 'o'}"
bed,3,9,6,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'w', 'r', 'y', 'b', 'g', 'd']","{'t', 'r', 'g', 'y', 'a', 'w'}"
hallway,7,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'l', 'h', 'y', 'w']","{'e', 'i'}"
board,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'd', 'u', 'b', 'o']","{'e', 'u', 's'}"
admission,9,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'n', 'd', 'm', 'a', 'o', 's']","{'e', 't'}"
sheep,5,7,3,5000EnglishWordsFrequency.txt,"['e', 's', 't', 'p', 'l', 'w', 'h']","{'l', 't', 'w'}"
assist,6,6,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 's', 'a', 't']","{'e', 'n'}"
friendship,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'h', 'r', 'f', 'n', 'd', 'p', 's']",set()
snow,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'p', 'w', 's', 'h', 'n']","{'e', 'p', 'h'}"
height,6,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'n', 't', 'i', 'h', 'g']","{'r', 'l', 'n'}"
automatically,13,9,0,5000EnglishWordsFrequency.txt,"['a', 'u', 'c', 't', 'y', 'm', 'i', 'l', 'o']",set()
missing,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 's', 'm']",{'e'}
alongside,9,9,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'n', 'g', 'd', 'l', 's']",set()
big,3,11,8,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 's', 'd', 't', 'm', 'b', 'g']","{'e', 't', 'd', 'm', 'a', 'p', 'o', 's'}"
known,5,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'c', 'h', 'n', 'k', 'w']","{'e', 'c', 'h', 'r', 'a'}"
tail,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'i', 't']","{'e', 'o'}"
strike,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'r', 't', 'k', 's']","{'a', 'o'}"
chance,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'n', 'c', 'h']",{'i'}
tent,4,5,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'n']","{'a', 'l'}"
rental,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'i', 'a', 't', 'n', 'l']",{'i'}
course,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'o', 'c', 'r', 's']","{'i', 'a'}"
taste,5,4,0,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 't']",set()
response,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'n', 'p', 'o', 's']",{'a'}
lighting,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'h', 'g', 'n', 'f', 'l']","{'e', 'f'}"
upon,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'o', 'p', 'u', 'n']",{'e'}
conduct,7,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'u', 'c', 't', 'n', 'd']","{'e', 'a', 'i'}"
himself,7,8,1,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'l', 'h', 'f', 'm', 'i']",{'t'}
regular,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 'u', 'g', 'a', 'l']",{'i'}
garage,6,5,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'g', 'r']",{'i'}
against,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'n', 'g', 's']",{'e'}
soviet,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'c', 'b', 'v', 'i', 'o', 's']","{'r', 'c', 'b'}"
aircraft,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'd', 'c', 'r', 'f', 'a']","{'d', 'e'}"
wild,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'm', 'k', 'd', 'w']","{'e', 'm', 'k', 'a', 'o'}"
lens,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 's', 'n']",{'a'}
stimulate,9,9,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'u', 'm', 'i', 'l', 's']",{'r'}
request,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 's', 'u', 'q']",set()
drag,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'r', 'g', 'd']","{'e', 'o'}"
military,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'r', 'y', 'm', 'a', 'l']",{'e'}
bad,3,9,6,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'p', 'b', 'g', 'n', 'd']","{'t', 'r', 'n', 'y', 'g', 'p'}"
project,7,8,1,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'u', 'j', 'r', 'p', 'o']",{'u'}
free,4,4,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'f']",{'t'}
quite,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 's', 'u', 't', 'q']","{'r', 'a', 's'}"
threat,6,5,0,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'h', 'r']",set()
burn,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 'b', 'k', 's', 'r', 'n']","{'e', 'k', 'a', 'i', 'o', 's'}"
surely,6,8,2,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'y', 'l', 'u', 'r', 's']","{'a', 't'}"
accompany,9,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'n', 'y', 'm', 'a', 'p']","{'e', 'i'}"
react,5,5,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'c', 't']",set()
ready,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'c', 'm', 'd', 'y']","{'c', 'm'}"
contest,7,7,1,5000EnglishWordsFrequency.txt,"['e', 't', 'o', 'c', 'n', 'x', 's']",{'x'}
necessarily,11,10,1,5000EnglishWordsFrequency.txt,"['t', 'e', 'c', 'r', 'n', 'y', 'a', 'i', 'l', 's']",{'t'}
cooperation,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'o', 'c', 'e', 'r', 'n', 'a', 'p']",set()
hypothesis,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'h', 't', 'y', 'p', 'o', 's']",set()
conviction,10,6,0,5000EnglishWordsFrequency.txt,"['i', 'c', 't', 'v', 'n', 'o']",set()
horn,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 'n', 'h']","{'e', 'l'}"
hint,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'n', 'd', 'g', 'k', 't', 'h']","{'e', 'g', 'd', 'k', 'a', 'l', 'o'}"
link,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 't', 'k', 'n']","{'e', 'a', 't', 'o'}"
playoff,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'l', 'f', 'y', 'p', 'o']","{'e', 'i'}"
scholar,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'r', 'l', 'o', 'c', 'h', 's']","{'e', 'i'}"
onion,5,5,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 'n']","{'e', 'a'}"
we,2,7,5,5000EnglishWordsFrequency.txt,"['o', 'm', 'a', 'i', 'e', 'h', 'w']","{'h', 'm', 'a', 'i', 'o'}"
happen,6,9,4,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'd', 'g', 'h', 'a', 'p']","{'r', 'd', 't', 'g'}"
level,5,4,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'v', 'l']",{'r'}
president,9,8,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'r', 'd', 'i', 'p', 's']",set()
form,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 'n', 'k', 'd', 't', 'm', 'f']","{'e', 't', 'n', 'd', 'k', 'l'}"
court,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'c', 'n', 'r']","{'e', 'a', 'n'}"
substance,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'u', 'c', 't', 'b', 'n', 's']",set()
hostile,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'n', 'h', 't', 'l', 's']",{'n'}
facility,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'y', 'l', 'c', 'f']",{'e'}
face,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'p', 'f']","{'t', 'r', 'm', 'p', 's'}"
screen,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 's', 't', 'c', 'n']",{'t'}
regard,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'a', 'd', 'w', 'g']","{'w', 'o'}"
blend,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'd', 'l', 'b', 'n']","{'a', 's'}"
cue,3,6,3,5000EnglishWordsFrequency.txt,"['a', 'e', 'i', 'u', 'd', 'c']","{'d', 'i', 'a'}"
barn,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'm', 'd', 't', 'n', 'b']","{'e', 't', 'd', 'm', 'l', 'o'}"
dismiss,7,6,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'd', 'm', 's']","{'e', 'n'}"
remember,8,5,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'b', 'm']",{'c'}
guilt,5,10,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'r', 'h', 'u', 'g', 'l']","{'e', 'h', 'r', 'a', 'o'}"
collaboration,13,9,0,5000EnglishWordsFrequency.txt,"['a', 'c', 't', 'b', 'r', 'n', 'i', 'l', 'o']",set()
locate,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'd', 'c', 'l', 'o']","{'d', 'i'}"
park,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'm', 'd', 't', 'n', 'p', 'k']","{'e', 't', 'n', 'd', 'm', 'l', 'o'}"
boost,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 't', 'b', 's']","{'e', 'a'}"
universe,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'r', 'u', 'v', 'i', 's']",set()
rarely,6,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'y', 'l', 'r']",{'t'}
mortgage,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'r', 't', 'g', 'm', 'o']",{'i'}
import,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 't', 'm', 'p', 'r', 'o']","{'e', 'n'}"
exposure,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'u', 'r', 'p', 'o', 'x', 's']",{'a'}
childhood,9,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 'h', 'd', 'l', 'o']",{'e'}
expensive,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'v', 'x', 's', 'n', 'p']",set()
smell,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'l', 'm']",{'a'}
bounce,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'o', 'c', 'r', 'b', 'n']","{'r', 'i', 'a'}"
heavy,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'h', 'v', 'y']",{'r'}
arrow,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'w']",{'e'}
assistance,10,7,0,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'c', 'n', 'a', 's']",set()
deem,4,4,1,5000EnglishWordsFrequency.txt,"['e', 'd', 'p', 'm']",{'p'}
corporation,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'o', 'c', 'r', 'n', 'a', 'p']",set()
participant,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'c', 'r', 'n', 'a', 'i', 'p']",set()
halfway,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'l', 'h', 'f', 'y', 'w']","{'e', 'i'}"
certain,7,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'c', 'r', 'n', 'a']",set()
darkness,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'n', 's', 'r', 'd', 'k', 'a']",set()
goat,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 's', 'n', 'c', 'b', 't', 'a', 'g']","{'e', 'c', 'b', 'r', 'n', 'l', 's'}"
doctor,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 't', 'r', 'd']","{'e', 'i'}"
sauce,5,5,0,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'u', 'c']",set()
hip,3,6,3,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 'h']","{'e', 'a', 'o'}"
phrase,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'r', 'h', 'p', 's']","{'i', 't'}"
eligible,8,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'u', 'b', 'g', 'i', 'l']","{'u', 'a'}"
cure,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'r', 'c']","{'i', 'a', 'o'}"
volume,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'o', 'v', 'm', 'l']","{'i', 'a'}"
date,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'h', 'r', 'd']","{'r', 'h'}"
punish,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'u', 'h', 'p', 's']",{'e'}
premium,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'i', 'p', 'u', 'm']",set()
mass,4,9,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 's', 'p', 'm']","{'e', 'r', 'n', 'p', 'l', 'o'}"
removal,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 'o', 'v', 'm', 'a', 'l']",{'i'}
bell,4,7,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'w', 'h', 'y', 'b']","{'y', 'h', 'a', 'w'}"
uniform,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'u', 'r', 'f', 'n', 'm', 'o']",{'e'}
publicly,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 'u', 'c', 'b', 'y', 'p']",{'e'}
pin,3,6,3,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 'n']","{'e', 'a', 'o'}"
loss,4,4,1,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 's']",{'e'}
efficient,9,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'i', 'c', 'f']",set()
craft,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'f', 'c']",{'e'}
domestic,8,10,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 't', 'n', 'c', 'd', 'm', 'i', 's']","{'r', 'n'}"
grace,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'r', 'g', 'd', 'c']","{'d', 's'}"
governor,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'v', 'g', 'n']",set()
portray,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'r', 't', 'y', 'p', 'o']","{'e', 'i'}"
hispanic,8,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'h', 'c', 's', 't', 'n', 'a', 'p']","{'e', 't'}"
notebook,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 't', 'b', 'n', 'k']",{'r'}
shore,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 't', 'h', 'v', 'r']","{'v', 'i', 'a', 't'}"
weird,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'i', 'g', 'r', 'd', 'w']","{'a', 'l', 'g'}"
bulb,4,7,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 'b', 'l']","{'e', 'a', 'o', 'i'}"
upset,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'l', 'i', 't', 's', 'u', 'p']","{'r', 'i', 'l', 'n'}"
style,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'y', 't', 'l', 's']","{'u', 'a', 'o', 'i'}"
mutual,6,8,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'u', 't', 'm', 'l']","{'e', 'o', 'i'}"
only,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'r', 'y', 'l', 'n']","{'r', 'e'}"
have,4,13,9,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'w', 'l', 'g', 'k', 'v', 'h']","{'c', 't', 'r', 'g', 'm', 'k', 'w', 'l', 's'}"
bee,3,5,3,5000EnglishWordsFrequency.txt,"['a', 'e', 'f', 's', 'b']","{'a', 'f', 's'}"
prediction,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'c', 'e', 't', 'r', 'n', 'd', 'p', 'o']",set()
fine,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'l', 'n', 'f']","{'r', 'a', 'l'}"
strange,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 't', 'r', 'n', 'g', 's']","{'i', 'o'}"
revenue,7,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'v', 'u', 'n']",set()
successfully,12,8,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 'u', 'f', 'y', 'l', 's']",{'i'}
recover,7,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'v', 'o']",set()
camp,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 's', 't', 'c', 'p', 'm']","{'e', 't', 'r', 'n', 'l', 'o', 's'}"
statute,7,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'u', 't', 's']","{'i', 'o'}"
wooden,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'd', 'o', 'w']","{'r', 't'}"
human,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'r', 'u', 'n', 'c', 'h', 'm']","{'r', 'e', 'l', 'c'}"
determination,13,9,0,5000EnglishWordsFrequency.txt,"['a', 't', 'e', 'r', 'n', 'd', 'm', 'i', 'o']",set()
kneel,5,6,2,5000EnglishWordsFrequency.txt,"['e', 's', 'r', 'l', 'k', 'n']","{'r', 's'}"
steady,6,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'd', 'y', 'a', 's']",set()
projection,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'r', 'n', 'p', 'e', 'c', 't', 'j']",set()
protocol,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 't', 'r', 'p', 'l']","{'e', 'i'}"
grocery,7,8,2,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'r', 'c', 'g', 'y', 'o']","{'t', 's'}"
represent,9,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'n', 'p', 's']",set()
emphasize,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'h', 'z', 'm', 'i', 'p', 's']",set()
everyday,8,7,1,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'v', 'd', 'y', 'a']",{'t'}
